,SalesID,SalePrice,YearMade,MachineHoursCurrentMeter
311015,2270212,27000,1998,7572.0
311036,2270241,22000,2000,6377.0
311045,2270269,42000,1992,22705.0
311054,2270284,42000,1993,22217.0
311056,2270286,40000,1993,22787.0
311071,2270762,54500,2002,800.0
311072,2270763,66000,2002,6617.0
311073,2270764,63000,2002,6917.0
311142,2270883,29000,1994,12131.0
311179,2270952,26000,1987,2828.0
311184,2270962,26500,1987,8201.0
311190,2270970,23625,1987,4699.0
311191,2270972,23500,1993,992.0
311192,2270973,18900,1987,986.0
311244,2271047,25000,1988,5193.0
311251,2271060,22500,1988,6548.0
311290,2271112,20000,1990,7280.0
311296,2271123,35000,1990,1954.0
311299,2271128,19500,1991,8340.0
311305,2271138,16800,1990,1802.0
311317,2271159,27500,1991,6300.0
311336,2271188,24750,1993,6438.0
311363,2271250,20000,1995,5463.0
311382,2271276,33000,1994,5628.0
311387,2271285,33000,1994,5378.0
311393,2271294,27500,1995,5204.0
311404,2271310,24000,1995,945300.0
311415,2271323,17325,1996,5564.0
311422,2271334,26500,1996,6354.0
311432,2271515,27000,1986,11139.0
311439,2271531,16000,1987,8761.0
311444,2271537,28000,1987,2300.0
311447,2271544,20000,1988,11729.0
311448,2271545,26000,1988,9920.0
311470,2271575,19950,1989,5533.0
311487,2271607,36000,1991,1000.0
311491,2271611,58000,2003,800.0
311506,2271636,36500,1992,4795.0
311520,2271651,41000,1993,19755.0
311574,2271754,25000,1995,8612.0
311580,2271763,30000,1995,15140.0
311592,2271786,55000,1996,5600.0
311618,2271856,40000,1998,6903.0
311619,2271999,18000,1995,4020.0
311633,2272017,15000,1992,2247.0
311652,2272040,25000,1995,3616.0
311657,2272045,15500,1993,5000.0
311658,2272046,14500,1993,5100.0
311681,2272082,21000,1993,2420.0
311686,2272090,15500,1993,594400.0
311702,2272111,13500,1993,317.0
311711,2272127,14750,1994,3232.0
311714,2272131,20500,1994,4067.0
311725,2272145,13500,1994,222.0
311741,2272172,12600,1994,618.0
311756,2272191,17000,1994,6067.0
311771,2272209,21500,1994,15438.0
311796,2272242,17000,1995,861300.0
311799,2272245,19000,1996,5456.0
311805,2272254,12000,1995,736200.0
311838,2272299,16250,1995,5747.0
311846,2272308,16500,1995,5414.0
311877,2272353,19950,1996,6650.0
311886,2272367,22500,1996,5167.0
311933,2272605,48000,1994,11601.0
311960,2272642,45000,1994,13312.0
312000,2272705,57000,1995,6282.0
312003,2272711,62500,1995,9214.0
312037,2272816,45000,2001,7616.0
312048,2272836,27000,1997,2566.0
312077,2272871,14250,2000,4364.0
312081,2272878,48500,1999,16123.0
312143,2273158,31000,2005,986.0
312144,2273163,37000,1993,627.0
312146,2273165,11500,1994,677300.0
312162,2273190,20000,1994,3900.0
312184,2273217,19750,1994,3243.0
312196,2273234,11000,1994,5214.0
312202,2273243,14500,1994,4500.0
312247,2273303,19250,1996,6976.0
312274,2273335,14000,1995,3567.0
312296,2273360,21500,1996,3221.0
312305,2273370,22000,1996,2300.0
312312,2273377,17000,1996,3505.0
312334,2273409,18000,1996,9397.0
312350,2273430,18000,1993,6483.0
312374,2273460,16500,1996,4373.0
312378,2273465,22500,1996,2800.0
312390,2273504,20500,1998,6010.0
312449,2273678,20000,1977,4897.0
312460,2273699,35000,1979,4987.0
312478,2273725,53000,1978,8910.0
312487,2273737,52500,1979,14658.0
312523,2274194,45000,1975,2526.0
312533,2274209,40000,1981,500.0
312547,2274236,26000,1976,345.0
312612,2274344,30000,1978,6600.0
312621,2274361,32000,1980,1982.0
312659,2274457,33000,1985,7843.0
312700,2274823,47500,1978,4972.0
312709,2274842,47000,1979,4132.0
312729,2274886,55000,1987,17478.0
312756,2275013,19000,1978,18796.0
312804,2275088,44000,1973,2793.0
312807,2275092,27000,1973,1000.0
312843,2275235,60000,1985,12242.0
312868,2275285,18000,1985,6552.0
312878,2275299,18500,1986,14831.0
312941,2275395,34000,1991,4250.0
312987,2275520,24000,1986,27655.0
313052,2275663,17000,1979,8124.0
313066,2275689,65000,1974,471.0
313072,2275702,33000,1974,1420.0
313157,2275881,115000,1986,1746.0
313181,2275938,105000,1992,22466.0
313183,2275941,105000,1992,21406.0
313184,2275943,99000,1993,6345.0
313204,2276023,36500,2000,3754.0
313337,2276405,49000,1982,25743.0
313351,2276427,48000,1983,3789.0
313387,2276476,48000,1984,32767.0
313463,2276605,79000,1990,20158.0
313470,2276613,65000,1990,32767.0
313477,2276623,80000,1990,23446.0
313481,2276629,84000,1990,21826.0
313482,2276630,84000,1990,21826.0
313509,2277119,100000,2002,6730.0
313510,2277124,13650,1997,2567.0
313529,2277180,80000,1998,10181.0
313530,2277193,72000,1999,21521.0
313585,2277352,34000,1989,7680.0
313635,2277436,39000,1998,11327.0
313636,2277437,45000,1998,11618.0
313660,2277469,15500,1998,4519.0
313696,2277523,28500,1996,4628.0
313699,2277529,22575,1996,4332.0
313732,2277581,16000,1997,4479.0
313737,2277587,21750,1998,5155.0
313740,2277594,26250,1998,5383.0
313743,2277606,20000,1990,6718.0
313783,2277723,82000,2001,11706.0
313789,2277733,85000,2001,11632.0
313790,2277740,75000,2001,11070.0
313819,2277890,16000,1992,9186.0
313842,2277930,19500,1994,8372.0
313843,2277931,30000,1994,4951.0
313852,2277945,17500,1994,2205.0
313866,2277964,14700,1995,7377.0
313872,2277974,27000,1995,3825.0
313882,2277988,36500,1996,1945.0
313887,2277993,18000,1996,2589.0
313908,2278073,35000,1998,15378.0
313942,2278119,17000,1991,6885.0
313955,2278155,23000,1996,7980.0
313991,2278207,27000,1999,4568.0
313994,2278215,40500,2000,5797.0
313998,2278219,29500,2000,2266.0
314014,2278237,62500,2002,2650.0
314068,2278347,54000,1996,424500.0
314088,2278388,43000,1996,9898.0
314095,2278397,70000,1996,8206.0
314101,2278409,45150,1996,13609.0
314117,2278444,26000,1993,8548.0
314123,2278451,29000,1993,2654.0
314144,2278488,35000,1994,9327.0
314148,2278496,30000,1994,13652.0
314155,2278509,25000,1994,5529.0
314165,2278526,32000,1994,8000.0
314169,2278533,35000,1994,19926.0
314170,2278534,26000,1994,10808.0
314188,2278561,21000,1995,9151.0
314207,2278594,52500,1995,7315.0
314212,2278605,27300,1996,4158.0
314220,2278617,40000,1996,17632.0
314259,2278694,18000,1994,724500.0
314268,2278706,21000,1996,6272.0
314287,2279023,16000,1986,10439.0
314311,2279073,16500,1993,7752.0
314341,2279128,48000,1997,11627.0
314342,2279129,68000,1997,11027.0
314346,2279133,79000,1997,7221.0
314351,2279141,41000,1997,12983.0
314353,2279143,38000,1998,15832.0
314378,2279183,38000,1998,13083.0
314435,2279286,95000,2000,9771.0
314444,2279297,68000,2000,5686.0
314445,2279300,42000,2000,7295.0
314469,2279340,82500,2000,1400.0
314480,2279355,97500,2001,6300.0
314482,2279360,57500,2001,5891.0
314500,2279391,52500,2002,991000.0
314503,2279395,120000,2003,7720.0
314515,2279412,85000,2002,9677.0
314533,2279464,35000,1997,6057.0
314570,2279644,20000,1994,2920.0
314590,2279674,47000,1995,7525.0
314639,2279775,41500,1999,5300.0
314660,2279812,30000,2000,3048.0
314690,2279873,89000,2003,1240.0
314691,2279874,36000,2003,11905.0
314692,2279875,66000,2003,1710.0
314714,2279925,71000,1987,1200.0
314744,2279994,82500,1988,28057.0
314760,2280030,80000,1988,30079.0
314804,2280111,85000,1989,19190.0
314825,2280155,104000,1990,2000.0
314837,2280192,91000,1991,1100.0
314846,2280213,87000,1992,6098.0
314856,2280227,80000,1992,2000.0
314879,2280298,17000,1990,32767.0
314890,2280313,20000,1992,15766.0
314924,2280371,95000,1998,8938.0
314936,2280387,118000,1999,7353.0
314942,2280395,121000,1999,4396.0
314948,2280413,103000,2002,4200.0
314958,2280437,140000,2003,6207.0
314968,2280465,12250,1995,599100.0
314970,2280470,84500,1998,2150.0
314973,2280477,85000,2000,8420.0
314974,2280485,77000,2001,11882.0
315033,2281113,71000,1994,6142.0
315043,2281131,68000,1995,32767.0
315079,2281205,58000,1995,7000.0
315094,2281225,9500,1994,2750.0
315106,2281240,20500,1994,2500.0
315111,2281246,12750,1995,3000.0
315113,2281253,12600,1995,2712.0
315119,2281263,29000,1996,3750.0
315130,2281281,13500,1996,2914.0
315139,2281300,49000,1996,8749.0
315154,2281322,39350,1997,7800.0
315163,2281437,57500,2005,5285.0
315165,2281450,80000,2006,2201.0
315166,2281456,87500,2006,2643.0
315167,2281464,110000,2006,2381.0
315168,2281465,110000,2006,3037.0
315169,2281467,80000,2007,2115.0
315170,2281490,105000,2007,3426.0
315174,2281729,85000,2006,2850.0
315175,2281733,80000,2004,6100.0
315184,2281745,100000,2003,7800.0
315187,2281751,110250,2003,5395.0
315189,2281756,74000,2003,6800.0
315200,2281784,90000,2003,4663.0
315204,2281797,115000,2004,2473.0
315205,2281799,125000,2004,3575.0
315208,2281805,102500,2004,5616.0
315209,2281808,125000,2004,4278.0
315211,2281821,122500,2004,4782.0
315220,2281854,90000,2004,3385.0
315221,2281864,77500,2004,5477.0
315227,2281885,90000,2005,3548.0
315236,2281908,72500,2005,4479.0
315240,2281928,120000,2005,4754.0
315241,2281935,95000,2005,3382.0
315242,2281942,117500,2005,4047.0
315243,2281949,125000,2005,257000.0
315244,2281972,90000,2006,6330.0
315249,2282091,50000,2005,2225.0
315256,2282103,112500,2006,260.0
315264,2282153,122500,2003,9455.0
315267,2282158,62500,2003,3750.0
315280,2282203,110000,2004,11676.0
315281,2282207,100000,2004,7158.0
315285,2282218,64000,2004,7152.0
315286,2282220,76000,2004,5790.0
315287,2282221,92000,2004,7500.0
315288,2282225,125000,2004,4894.0
315293,2282236,75000,2004,3830.0
315296,2282249,99500,2004,4071.0
315298,2282252,71000,2004,4980.0
315299,2282258,107500,2004,1683.0
315300,2282259,75000,2004,5282.0
315301,2282263,99000,2005,4886.0
315303,2282267,122500,2005,400.0
315307,2282294,82500,2005,4218.0
315309,2282305,120000,2005,2992.0
315310,2282309,71000,2005,6326.0
315311,2282311,110000,2005,4548.0
315312,2282314,85000,2005,4298.0
315313,2282316,117500,2005,3862.0
315314,2282333,105000,2005,3762.0
315316,2282339,85000,2005,4417.0
315330,2282420,95000,2004,9759.0
315335,2282476,120000,2003,4633.0
315342,2282493,69000,2004,6123.0
315343,2282494,69000,2004,6389.0
315344,2282495,77500,2004,4869.0
315345,2282496,87500,2004,3587.0
315346,2282497,87500,2004,4723.0
315347,2282498,87500,2004,4750.0
315348,2282499,82000,2004,4189.0
315349,2282500,87500,2004,3788.0
315351,2282504,82000,2004,4176.0
315354,2282510,88000,2002,332100.0
315355,2282511,122500,2004,3750.0
315357,2282530,120000,2004,4403.0
315359,2282537,70000,2004,6148.0
315360,2282540,75000,2005,10298.0
315361,2282541,95000,2005,5235.0
315363,2282547,115000,2005,2772.0
315364,2282548,90000,2005,3967.0
315370,2282578,120000,2005,2680.0
315388,2282617,38000,2002,3800.0
315398,2282628,26000,2001,5984.0
315406,2282636,21000,2001,1700.0
315415,2282687,36000,2003,3000.0
315419,2282707,87500,2004,5325.0
315422,2282717,9000,2000,4608.0
315438,2282754,8000,2001,2560.0
315439,2282755,9000,2001,256100.0
315454,2282775,9500,2002,1651.0
315460,2282783,15500,2002,1397.0
315466,2283098,77500,2007,1580.0
315467,2283099,92500,2007,1580.0
315474,2283356,38000,2004,7231.0
315475,2283358,102500,2003,3112.0
315480,2283378,52500,2003,8107.0
315481,2283379,80000,2003,3039.0
315482,2283380,75000,2003,2061.0
315484,2283384,112500,2003,193.0
315492,2283397,49000,2004,3368.0
315494,2283403,60000,2004,1100.0
315495,2283404,61000,2004,1112.0
315496,2283406,67500,2003,2393.0
315497,2283407,90000,2004,1800.0
315500,2283411,67500,2004,4849.0
315501,2283414,72500,2004,3389.0
315503,2283416,72450,2004,2322.0
315504,2283417,42500,2004,3961.0
315508,2283422,80000,2004,10230.0
315511,2283425,97500,2004,1841.0
315512,2283426,77500,2004,1965.0
315513,2283427,54000,2005,4982.0
315515,2283431,71000,2004,4000.0
315517,2283439,47500,2004,3967.0
315519,2283447,75000,2004,2829.0
315520,2283449,75000,2004,1893.0
315522,2283451,41000,2004,2552.0
315523,2283453,85000,2004,3365.0
315524,2283454,75000,2004,4893.0
315526,2283464,75000,2004,2850.0
315527,2283466,41000,2004,2277.0
315528,2283474,47500,2004,2882.0
315530,2283476,55000,2004,7100.0
315538,2283492,72000,2005,2730.0
315547,2283513,90000,2005,2892.0
315548,2283516,62500,2005,1880.0
315549,2283517,75000,2005,1807.0
315550,2283518,70000,2005,1807.0
315553,2283524,72000,2003,1987.0
315554,2283525,97000,2005,499.0
315555,2283528,82500,2005,1387.0
315556,2283530,86000,2005,1962.0
315558,2283533,62500,2005,3612.0
315559,2283537,90000,2005,866.0
315567,2283554,89000,2005,1394.0
315571,2283559,92500,2005,1522.0
315576,2283575,77500,2006,2095.0
315577,2283576,59000,2006,2791.0
315580,2283589,90000,2006,942.0
315581,2283590,86000,2006,1256.0
315582,2283591,88500,2006,1259.0
315584,2283596,64000,2006,1515.0
315586,2283604,86000,2006,1260.0
315587,2283606,70000,2006,340.0
315588,2283607,87500,2006,3042.0
315589,2283609,79000,2006,2518.0
315592,2283620,63500,2006,1671.0
315593,2283625,82500,2007,611.0
315594,2283631,91000,2007,944.0
315595,2283640,105000,2006,523.0
315596,2283642,82500,2005,356200.0
315652,2283811,85000,2001,5594.0
315663,2283838,47500,2001,6292.0
315664,2283839,49500,2001,6292.0
315684,2283867,69000,2002,15163.0
315697,2283901,60000,2002,9658.0
315699,2283904,80000,2002,10025.0
315709,2283920,105000,2002,8854.0
315711,2283926,100000,2003,8731.0
315715,2283934,70000,2003,6343.0
315716,2283935,42500,2003,9214.0
315719,2283939,65000,2003,8312.0
315720,2283941,72500,2003,6178.0
315722,2283946,97500,2003,6808.0
315726,2283962,90000,2003,8331.0
315747,2284012,95000,2004,5940.0
315749,2284016,75000,2004,8339.0
315751,2284023,90000,2004,8222.0
315753,2284031,85000,2004,6487.0
315756,2284037,92500,2004,7858.0
315758,2284040,107500,2003,4022.0
315762,2284046,87500,2004,4728.0
315764,2284053,87500,2004,469100.0
315765,2284054,87500,2004,458700.0
315769,2284064,100000,2004,2572.0
315771,2284070,92500,2004,6574.0
315775,2284079,105000,2004,4806.0
315776,2284083,85000,2004,419400.0
315777,2284084,65000,2004,6664.0
315779,2284094,82500,2004,4512.0
315780,2284098,97500,2004,4624.0
315785,2284106,85000,2005,3873.0
315791,2284149,120000,2001,6964.0
315792,2284190,64000,2005,1603.0
315799,2284199,61000,2003,3640.0
315800,2284200,69000,2003,2640.0
315801,2284202,65000,2003,6078.0
315802,2284203,63000,2003,2017.0
315804,2284207,61000,2003,4239.0
315809,2284215,41000,2003,6509.0
315810,2284216,65000,2003,3100.0
315811,2284218,33500,2003,2960.0
315813,2284221,78000,2003,4800.0
315816,2284224,45000,2003,7120.0
315817,2284227,58000,2003,2223.0
315818,2284228,70000,2003,83700.0
315823,2284236,44000,2004,4629.0
315824,2284237,44000,2004,4272.0
315825,2284239,65000,2004,1282.0
315826,2284243,62500,2004,5402.0
315827,2284244,41000,2004,3895.0
315831,2284250,47500,2004,3910.0
315834,2284255,68000,2004,4065.0
315835,2284258,51000,2004,7340.0
315837,2284266,65000,2004,3892.0
315840,2284276,90000,2004,487.0
315848,2284299,45000,2005,4315.0
315849,2284301,45000,2005,7770.0
315850,2284303,70000,2005,3743.0
315851,2284305,76000,2005,1337.0
315855,2284310,95000,2005,2719.0
315856,2284312,83000,2005,904.0
315858,2284316,91000,2005,1574.0
315859,2284318,48000,2005,6917.0
315861,2284320,63000,2005,2641.0
315864,2284323,51000,2005,5592.0
315868,2284343,44000,2005,2427.0
315869,2284346,102500,2005,961.0
315871,2284349,62500,2005,2035.0
315880,2284367,85000,2005,2162.0
315882,2284369,90000,2005,2163.0
315883,2284370,72500,2005,2163.0
315884,2284371,65000,2005,2340.0
315885,2284372,70000,2006,2017.0
315886,2284373,97500,2005,2162.0
315889,2284381,50000,2006,5022.0
315890,2284385,97500,2006,1637.0
315891,2284392,50000,2006,2059.0
315894,2284399,65000,2006,1322.0
315895,2284400,102500,2006,2104.0
315898,2284413,61000,2006,994.0
315900,2284417,105000,2006,2199.0
315901,2284422,105000,2006,1658.0
315903,2284426,92000,2006,1394.0
315904,2284428,97500,2006,1154.0
315907,2284446,70000,2007,1399.0
315908,2284447,65000,2007,1391.0
315912,2284452,61000,2007,1785.0
315913,2284455,85000,2007,1228.0
315940,2284522,64000,2005,1716.0
315941,2284524,70000,2004,7603.0
315942,2284525,62500,2003,6477.0
315950,2284547,115000,2003,3288.0
315952,2284556,115000,2003,3750.0
315956,2284572,49000,2004,5742.0
315957,2284573,76650,2004,4967.0
315959,2284579,120000,2004,3500.0
315960,2284581,87500,2004,6496.0
315961,2284582,60000,2004,7527.0
315965,2284589,72500,2004,2074.0
315969,2284593,47000,2004,6931.0
315971,2284599,72500,2004,4037.0
315973,2284605,72000,2004,5463.0
315975,2284609,70000,2004,3446.0
315979,2284627,70000,2004,3935.0
315981,2284629,125000,2004,3300.0
315982,2284637,105000,2004,3610.0
315985,2284649,110000,2004,2905.0
315986,2284653,80000,2005,4348.0
315988,2284657,71000,2005,2558.0
315995,2284678,122500,2005,1948.0
315996,2284681,99000,2005,1651.0
315997,2284682,80000,2005,1024.0
315998,2284686,69000,2005,6541.0
316002,2284693,82500,2005,5482.0
316005,2284702,85000,2005,2328.0
316007,2284705,65000,2005,4494.0
316008,2284711,77500,2005,4922.0
316009,2284714,120000,2005,3193.0
316017,2284735,100000,2006,2169.0
316018,2284737,103000,2005,5925.0
316019,2284738,85000,2007,3513.0
316020,2284741,112500,2006,185500.0
316022,2284755,107500,2006,3698.0
316023,2284758,80000,2006,1290.0
316024,2284765,87500,2006,2700.0
316027,2284779,90000,2006,3262.0
316029,2284781,102500,2006,324500.0
316030,2284783,122500,2006,2117.0
316032,2284789,107500,2006,1558.0
316033,2284799,125000,2006,1594.0
316036,2284815,120000,2006,3105.0
316037,2284816,115000,2006,1420.0
316048,2284896,93000,2001,6548.0
316049,2284899,70000,2004,7265.0
316050,2284902,74000,2000,855.0
316055,2284909,85000,2004,5893.0
316064,2284928,55650,2001,399.0
316069,2284937,80000,2003,2660.0
316074,2284946,97500,2003,2763.0
316077,2284955,85000,2004,3470.0
316082,2284964,85000,2005,2396.0
316083,2284965,120000,2005,2220.0
316091,2285012,115000,2004,4810.0
316094,2285015,102500,2004,5772.0
316095,2285016,47500,2004,3332.0
316098,2285019,55000,2004,7247.0
316104,2285027,120000,2004,4068.0
316106,2285030,115000,2004,4861.0
316107,2285032,115000,2005,1859.0
316108,2285033,67500,2005,3299.0
316114,2285048,90000,2003,3351.0
316115,2285052,62500,2003,3820.0
316116,2285054,127500,2004,2500.0
316117,2285056,105000,2003,7382.0
316118,2285057,105000,2003,7545.0
316119,2285061,105000,2003,7292.0
316122,2285070,115000,2003,4243.0
316127,2285081,105000,2003,9781.0
316133,2285094,92500,2003,5335.0
316136,2285102,76000,2003,7633.0
316139,2285122,100000,2004,9764.0
316147,2285138,90000,2004,6962.0
316149,2285142,120000,2004,5337.0
316150,2285143,90000,2004,8396.0
316153,2285151,83000,2004,5461.0
316154,2285158,50000,2004,7505.0
316162,2285170,90000,2004,7605.0
316163,2285172,80500,2004,6948.0
316164,2285173,90000,2004,3820.0
316165,2285178,117500,2004,5440.0
316169,2285185,55000,2004,5491.0
316171,2285188,100000,2004,4397.0
316172,2285190,105000,2004,4030.0
316177,2285212,95000,2004,5265.0
316178,2285216,50000,2004,6205.0
316180,2285222,50000,2005,8150.0
316183,2285230,85000,2005,3989.0
316184,2285234,60000,2005,4393.0
316185,2285241,69000,2005,4024.0
316186,2285242,69000,2005,4024.0
316187,2285244,47000,2005,4643.0
316190,2285256,97500,2005,5341.0
316193,2285270,80000,2005,3315.0
316195,2285276,70000,2005,4271.0
316197,2285289,120000,2005,3744.0
316201,2285298,85000,2005,7501.0
316203,2285313,60000,2005,3714.0
316205,2285320,57000,2005,6524.0
316206,2285321,65000,2005,7527.0
316210,2285330,66000,2005,7370.0
316216,2285344,62500,2006,5400.0
316219,2285350,55000,2006,7070.0
316224,2285357,100000,2006,2551.0
316226,2285359,53000,2006,5826.0
316227,2285360,72000,2006,2087.0
316236,2285396,120000,2006,4010.0
316238,2285404,110000,2006,3742.0
316240,2285416,58000,2006,4694.0
316241,2285420,82500,2006,3718.0
316243,2285429,65000,2006,2856.0
316245,2285434,73000,2006,2362.0
316247,2285436,95000,2006,2390.0
316248,2285439,120000,2006,3198.0
316249,2285444,110000,2006,3652.0
316251,2285449,65000,2006,2403.0
316252,2285454,112500,2006,2543.0
316256,2285467,75000,2006,2235.0
316259,2285474,110000,2006,2688.0
316261,2285483,95000,2006,2598.0
316264,2285491,120000,2006,2334.0
316265,2285501,115000,2006,3279.0
316268,2285514,100000,2007,2435.0
316269,2285519,117500,2007,1850.0
316270,2285524,122500,2007,3360.0
316271,2285527,107500,2007,2945.0
316272,2285528,102500,2007,2012.0
316273,2285530,125000,2007,2811.0
316281,2285569,112500,2007,3157.0
316293,2285654,90000,2003,7018.0
316300,2285667,85000,2003,5622.0
316306,2285694,97700,2004,3700.0
316313,2285720,105000,2005,1910.0
316315,2285723,110000,2005,5453.0
316319,2285732,132500,2005,4072.0
316321,2285734,89000,2005,5655.0
316347,2285845,110000,2006,3570.0
316357,2285860,85000,2001,4009.0
316364,2285874,37500,2001,7661.0
316372,2285885,51000,2001,5700.0
316385,2285911,55000,2001,5305.0
316415,2285960,61000,2001,4000.0
316452,2286009,67500,2002,6585.0
316456,2286016,52000,2001,9445.0
316478,2286046,70000,2002,7870.0
316483,2286052,75000,2002,6826.0
316486,2286058,70000,2002,2439.0
316488,2286065,70000,2002,5000.0
316504,2286090,72000,2002,6507.0
316505,2286091,57750,2002,4293.0
316509,2286097,70000,2002,9138.0
316526,2286124,76000,2002,4987.0
316533,2286132,61950,2002,5839.0
316537,2286136,82500,2003,4550.0
316562,2286203,19500,2001,1692.0
316570,2286222,20000,2001,2027.0
316574,2286230,17500,2001,1499.0
316576,2286241,19000,2002,3674.0
316582,2286289,95000,2003,8519.0
316583,2286297,77500,2003,9913.0
316585,2286315,80000,2004,1112100.0
316586,2286318,92500,2004,9238.0
316591,2286331,95000,2004,6866.0
316593,2286338,75000,2004,14471.0
316595,2286345,95000,2004,6706.0
316596,2286350,80000,2004,9048.0
316598,2286358,77500,2005,12955.0
316608,2286401,45000,2000,4659.0
316636,2286571,137500,2003,5420.0
316637,2286574,135000,2003,6718.0
316638,2286575,137500,2003,5389.0
316643,2286592,140000,2003,6216.0
316644,2286594,92500,2003,5171.0
316648,2286621,105000,2004,5924.0
316651,2286646,95000,2004,3039.0
316654,2286684,117500,2004,3640.0
316655,2286694,125000,2004,3636.0
316658,2286718,125000,2004,6021.0
316664,2286791,117500,2005,3707.0
316665,2286803,130000,2005,5068.0
316666,2286810,112500,2005,8434.0
316668,2286819,137500,2005,3203.0
316670,2286827,123000,2005,5900.0
316674,2286868,87500,2006,2253.0
316677,2286922,81000,2004,5777.0
316678,2286923,81000,2004,6036.0
316679,2286924,81000,2004,6164.0
316680,2286929,95000,2004,6320.0
316681,2286942,125000,2005,2797.0
316686,2287064,105000,2004,6119.0
316687,2287066,110000,2004,6530.0
316689,2287097,125000,2006,4233.0
316690,2287099,125000,2006,4656.0
316691,2287102,132500,2006,5162.0
316694,2287122,140000,2003,11713.0
316711,2287816,90000,2002,10810.0
316713,2287820,97500,2003,12953.0
316723,2287883,65000,2004,19250.0
316724,2287910,87500,2004,11365.0
316726,2287976,105000,2004,8293.0
316729,2287986,95000,2005,11603.0
316732,2288182,92500,2002,6825.0
316735,2288226,74000,2002,740000.0
316736,2288317,95000,2004,6995.0
316744,2288387,102500,2004,6067.0
316745,2288388,97500,2004,8871.0
316748,2288410,95000,2005,4192.0
316751,2288465,105000,2005,9725.0
316752,2288466,87000,2004,14000.0
316753,2288468,97500,2005,5975.0
316754,2288483,100000,2005,2702.0
316762,2288919,105000,2003,6669.0
316764,2288921,87500,2003,7646.0
316768,2288929,75000,2003,13778.0
316769,2288930,55000,2002,9066.0
316770,2288931,72500,2003,9251.0
316771,2288932,86000,2003,7809.0
316777,2288953,82500,2003,1572.0
316779,2288956,105000,2003,6812.0
316781,2288958,84000,2003,5019.0
316782,2288959,77500,2003,8065.0
316789,2288976,90000,2003,5301.0
316796,2288985,87500,2003,7346.0
316803,2289003,68000,2004,7667.0
316807,2289012,90000,2004,7553.0
316808,2289014,67500,2004,8426.0
316811,2289019,100000,2004,5149.0
316812,2289024,105000,2004,6617.0
316813,2289026,87500,2004,443600.0
316814,2289027,67500,2004,2609.0
316817,2289038,76000,2004,3747.0
316818,2289040,90000,2004,5061.0
316819,2289042,87000,2004,6100.0
316820,2289043,87500,2004,5825.0
316821,2289044,80000,2004,5768.0
316822,2289045,105000,2004,6190.0
316825,2289051,72500,2005,7136.0
316826,2289061,92500,2005,4977.0
316827,2289068,87500,2005,3988.0
316829,2289079,102500,2005,5016.0
316831,2289083,100000,2005,5796.0
316833,2289096,72500,2004,6160.0
316834,2289097,75000,2004,6007.0
316836,2289100,72500,2004,6261.0
316838,2289102,80000,2005,5957.0
316839,2289103,70000,2005,4881.0
316841,2289107,105000,2005,4911.0
316842,2289109,75000,2005,10531.0
316843,2289116,90000,2005,5890.0
316844,2289117,62500,2005,4974.0
316847,2289129,72500,2005,7383.0
316848,2289136,69000,2005,6932.0
316850,2289142,72500,2005,4118.0
316854,2289165,91000,2006,2103.0
316855,2289167,97500,2006,2364.0
316856,2289173,78000,2006,8930.0
316857,2289175,95000,2006,3931.0
316858,2289178,95000,2006,2567.0
316861,2289190,82500,2003,8284.0
316866,2289197,55000,2004,11892.0
316868,2289200,97500,2004,5737.0
316870,2289208,99000,2005,4285.0
316875,2289226,62500,2004,2370.0
316879,2289262,105000,2004,4412.0
316887,2289299,59500,2002,7225.0
316888,2289305,90000,2003,7190.0
316889,2289308,63500,2004,5402.0
316891,2289315,63500,2003,6000.0
316893,2289318,92500,2003,7600.0
316897,2289336,77500,2004,6011.0
316898,2289339,79000,2004,2606.0
316899,2289348,100000,2005,3535.0
316900,2289350,95000,2005,2854.0
316901,2289358,82500,2006,5278.0
316902,2289389,77500,2006,1283.0
316904,2289409,98500,2006,2429.0
316907,2289420,105000,2006,822.0
316908,2289421,105000,2006,942.0
316911,2289427,105500,2006,1169.0
316916,2289450,87500,2007,600.0
316919,2289505,22500,2002,964.0
316921,2290422,25000,2005,2966.0
316922,2290423,37000,2005,2014.0
316923,2290424,29000,2005,3566.0
316924,2290425,27000,2005,1248.0
316925,2290432,37000,2005,2014.0
316927,2290437,25000,2006,597.0
316928,2290440,25000,2006,871.0
316929,2290442,27000,2006,1643.0
316930,2290443,30000,2006,208.0
316931,2290444,22000,2006,562.0
316932,2290446,33000,2006,289.0
316934,2290448,28000,2006,743.0
316935,2290449,30000,2006,121.0
316936,2290450,17000,2006,1118.0
316938,2290454,21000,2006,575.0
316940,2290456,24500,2006,691.0
316942,2290459,33000,2006,220.0
316943,2290460,33000,2006,23.0
316944,2290461,17000,2006,646.0
316947,2290521,30000,2005,1136.0
316952,2290526,20000,2005,577.0
316954,2290532,21000,2006,926.0
316955,2290533,20000,2006,1456.0
316956,2290535,21000,2006,502.0
316957,2290536,21000,2006,483.0
316958,2290545,33000,2006,913.0
316961,2290550,21000,2006,497.0
316962,2290561,12500,2007,6466.0
316964,2290676,100000,2006,4000.0
316966,2290686,100000,2006,3674.0
316968,2290791,43000,2001,3070.0
316975,2290800,76000,2003,6201.0
316978,2290805,97500,2003,7194.0
316990,2290825,105000,2003,7596.0
316993,2290834,97500,2004,500500.0
