,Northeast,South,West,YearMade,MachineHoursCurrentMeter,fiProductClassDesc,SalePrice
34087,0,1,0,2003,1152.0,2.0,35000
34088,0,0,1,2003,4524.0,2.0,33000
34089,1,0,0,2003,2585.0,2.0,32000
34090,0,0,1,2003,4109.0,2.0,30000
34091,0,0,1,2003,4310.0,2.0,30000
34092,0,0,1,2003,556.0,2.0,31000
34093,0,0,1,2003,4536.0,2.0,27000
34094,0,0,1,2003,4343.0,2.0,35000
34095,0,1,0,2003,3597.0,2.0,24000
34096,0,1,0,2003,2676.0,2.0,32000
34097,0,0,1,2003,2276.0,2.0,33000
34098,0,1,0,2003,1412.0,2.0,36000
34099,0,1,0,2003,1764.0,2.0,25000
34100,0,1,0,2003,3783.0,2.0,28000
34101,0,0,1,2003,4722.0,2.0,39000
34102,0,0,1,2003,3130.0,2.0,39000
34103,0,0,1,2003,5246.0,2.0,35000
34104,0,1,0,2003,3162.0,2.0,28000
34105,0,1,0,2003,3275.0,2.0,28000
34106,0,1,0,2003,2598.0,2.0,29500
34107,0,1,0,2003,3472.0,2.0,29000
34108,0,1,0,2003,2568.0,2.0,29000
34109,0,1,0,2003,3125.0,2.0,28000
34110,0,0,1,2003,3158.0,2.0,33000
34111,0,1,0,2003,5689.0,2.0,28000
34112,0,1,0,2003,1200.0,2.0,38500
34113,0,1,0,2003,1224.0,2.0,25500
34114,0,0,1,2004,3852.0,2.0,35000
34115,0,1,0,2004,3546.0,2.0,37000
34116,0,1,0,2004,3000.0,2.0,39000
34117,0,1,0,2004,3047.0,2.0,37000
34118,0,1,0,2004,3000.0,2.0,35000
34119,0,0,1,2003,1489.0,2.0,37000
34120,0,0,1,2003,6208.0,2.0,27500
34121,0,1,0,2003,2951.0,2.0,26000
34122,0,0,1,2004,4040.0,2.0,33000
34123,0,0,1,2004,3859.0,2.0,25000
34124,0,0,1,2004,4055.0,2.0,25000
34125,0,1,0,2004,3550.0,2.0,35500
34126,0,1,0,2004,1040.0,2.0,34000
34127,0,0,1,2003,3500.0,2.0,27500
34128,0,0,1,2004,3730.0,2.0,33000
34129,0,1,0,2005,3559.0,2.0,32500
34130,0,0,1,2004,3200.0,2.0,29000
34131,0,0,0,2003,4230.0,2.0,36000
34132,0,0,1,2005,785.0,2.0,37500
34133,0,1,0,2004,1994.0,2.0,31000
34134,0,1,0,2004,1803.0,2.0,29000
34135,0,0,1,2004,1491.0,2.0,32000
34136,0,1,0,2005,2350.0,2.0,38000
34137,0,0,1,2004,1970.0,2.0,33000
34138,0,0,1,2004,2008.0,2.0,39000
34139,0,0,1,2004,2244.0,2.0,36000
34140,0,0,1,2004,6025.0,2.0,26000
34141,0,0,1,2004,1994.0,2.0,35000
34142,1,0,0,2004,2499.0,2.0,23500
34143,1,0,0,2004,2165.0,2.0,23500
34144,1,0,0,2004,3293.0,2.0,23500
34145,0,0,1,2004,1868.0,2.0,35000
34146,0,0,1,2004,2137.0,2.0,33000
34147,0,0,1,2004,1580.0,2.0,33000
34148,0,0,1,2004,4224.0,2.0,25000
34149,0,0,1,2004,3463.0,2.0,25000
34150,0,0,1,2004,3657.0,2.0,25000
34151,0,0,1,2004,1991.0,2.0,35000
34152,0,0,1,2004,3218.0,2.0,25000
34153,0,0,1,2004,2411.0,2.0,24000
34154,0,0,1,2004,2996.0,2.0,24000
34155,0,1,0,2004,4254.0,2.0,32000
34156,0,0,0,2004,2426.0,2.0,35000
34157,0,1,0,2004,2317.0,2.0,27000
34158,0,1,0,2005,1513.0,2.0,32500
34159,0,0,1,2005,5280.0,2.0,25000
34160,0,0,1,2004,4267.0,2.0,36000
34161,0,1,0,2004,2207.0,2.0,18500
34162,0,0,1,2004,3553.0,2.0,24000
34163,0,0,1,2004,2280.0,2.0,35000
34164,0,0,1,2004,5402.0,2.0,26000
34165,0,1,0,2005,247.0,2.0,38000
34166,0,0,1,2004,4166.0,2.0,27500
34167,0,0,1,2004,2912.0,2.0,37500
34168,0,1,0,2004,1630.0,2.0,30000
34169,0,0,1,2004,4321.0,2.0,26000
34170,0,0,1,2004,6581.0,2.0,26000
34171,0,0,1,2004,3078.0,2.0,27000
34172,0,1,0,2004,1919.0,2.0,34500
34173,0,0,1,2004,4345.0,2.0,38000
34174,0,0,1,2004,444.0,2.0,24000
34175,0,1,0,2004,4510.0,2.0,24500
34176,0,1,0,2004,1783.0,2.0,27000
34177,0,1,0,2004,455.0,2.0,36000
34178,0,0,1,2004,4018.0,2.0,32500
34179,0,0,1,2004,4885.0,2.0,30000
34180,0,0,1,2004,324300.0,2.0,27000
34181,0,0,1,2004,3555.0,2.0,25000
34182,0,0,1,2004,3403.0,2.0,25000
34183,0,0,1,2004,1558.0,2.0,35000
34184,0,1,0,2004,1931.0,2.0,32500
34185,0,0,1,2004,1788.0,2.0,32500
34186,0,0,1,2004,2917.0,2.0,35000
34187,0,0,1,2004,4293.0,2.0,33000
34188,0,0,1,2004,3490.0,2.0,30000
34189,0,0,1,2004,2125.0,2.0,34000
34190,0,1,0,2004,1872.0,2.0,35000
34191,0,1,0,2004,218200.0,2.0,25500
34192,0,0,1,2004,1644.0,2.0,38000
34193,0,0,1,2004,1512.0,2.0,39000
34194,0,0,1,2005,2235.0,2.0,38000
34195,0,1,0,2004,2632.0,2.0,38500
34196,0,0,1,2004,619.0,2.0,37500
34197,0,0,1,2005,4804.0,2.0,34000
34198,0,0,1,2005,2108.0,2.0,35000
34199,0,1,0,2005,2297.0,2.0,37500
34200,0,0,1,2005,1829.0,2.0,39000
34201,0,1,0,2005,2063.0,2.0,26500
34202,0,1,0,2005,1520.0,2.0,28500
34203,0,1,0,2005,1899.0,2.0,28500
34204,0,1,0,2005,2808.0,2.0,29000
34205,0,1,0,2005,1581.0,2.0,31000
34206,0,1,0,2005,1990.0,2.0,34000
34207,0,0,1,2005,1938.0,2.0,37500
34208,0,1,0,2005,900.0,2.0,37000
34209,1,0,0,2005,3754.0,2.0,25000
34210,0,0,1,2005,3125.0,2.0,37000
34211,0,0,1,2005,2410.0,2.0,36000
34212,0,0,1,2005,2806.0,2.0,27000
34213,0,0,1,2005,4286.0,2.0,37500
34214,0,0,1,2005,1756.0,2.0,37000
34215,0,0,1,2005,1200.0,2.0,38000
34216,0,1,0,2005,2600.0,2.0,39500
34217,0,1,0,2005,1310.0,2.0,29000
34218,0,0,1,2005,3159.0,2.0,33000
34219,0,0,1,2005,1841.0,2.0,35000
34220,0,0,1,2005,3640.0,2.0,37000
34221,0,0,1,2005,1396.0,2.0,35000
34222,0,0,1,2005,1019.0,2.0,39000
34223,0,0,1,2005,4458.0,2.0,35000
34224,0,0,1,2005,2618.0,2.0,27500
34225,0,0,1,2004,407800.0,2.0,24000
34226,0,0,1,2005,1816.0,2.0,32000
34227,0,0,1,2005,1740.0,2.0,34000
34228,0,0,1,2005,1449.0,2.0,32000
34229,0,0,1,2005,1698.0,2.0,32000
34230,0,0,1,2005,1551.0,2.0,32000
34231,0,0,1,2005,1235.0,2.0,31000
34232,0,0,1,2005,1700.0,2.0,36000
34233,0,0,1,2005,1825.0,2.0,36000
34234,0,0,1,2005,1565.0,2.0,32000
34235,0,0,1,2005,2845.0,2.0,32500
34236,0,1,0,2005,1871.0,2.0,39000
34237,0,1,0,2005,2160.0,2.0,34000
34238,0,0,1,2005,2846.0,2.0,37000
34239,0,1,0,2004,899.0,2.0,37000
34240,0,1,0,2005,1644.0,2.0,22500
34241,0,0,1,2005,3310.0,2.0,27000
34242,0,0,1,2005,3148.0,2.0,27000
34243,0,0,1,2005,1062.0,2.0,32000
34244,0,1,0,2005,1534.0,2.0,36000
34245,0,0,1,2005,2250.0,2.0,39000
34246,0,0,1,2005,3040.0,2.0,30000
34247,0,0,1,2005,3811.0,2.0,27500
34248,0,0,1,2005,1363.0,2.0,37500
34249,0,1,0,2005,3178.0,2.0,35000
34250,0,0,1,2005,3770.0,2.0,28000
34251,0,0,1,2005,1500.0,2.0,38000
34252,0,0,1,2005,2881.0,2.0,30000
34253,0,0,1,2005,3345.0,2.0,27000
34254,0,0,1,2005,3531.0,2.0,31000
34255,0,0,1,2005,1302.0,2.0,38000
34256,0,1,0,2005,1917.0,2.0,34500
34257,0,1,0,2005,1073.0,2.0,30000
34258,0,0,1,2005,2743.0,2.0,38000
34259,0,0,1,2005,2791.0,2.0,37500
34260,0,0,1,2005,4751.0,2.0,31000
34261,0,0,1,2005,1062.0,2.0,39000
34262,0,0,1,2005,649.0,2.0,39000
34263,0,0,1,2005,2442.0,2.0,36000
34264,0,0,1,2005,707.0,2.0,37500
34265,0,1,0,2005,5497.0,2.0,31000
34266,0,0,1,2005,845.0,2.0,37000
34267,0,1,0,2005,1355.0,2.0,29000
34268,0,0,1,2005,167500.0,2.0,34000
34269,0,0,1,2005,163500.0,2.0,34000
34270,0,0,1,2005,157900.0,2.0,34000
34271,0,1,0,2005,964.0,2.0,37000
34272,0,0,1,2005,2871.0,2.0,33000
34273,0,1,0,2005,707.0,2.0,29000
34274,0,1,0,2005,1100.0,2.0,29000
34275,0,1,0,2005,994.0,2.0,38000
34276,0,0,1,2006,3053.0,2.0,33000
34277,0,1,0,2006,1840.0,2.0,33000
34278,0,1,0,2006,437.0,2.0,25000
34279,0,1,0,2006,738.0,2.0,24500
34280,0,0,1,2006,4047.0,2.0,34000
34281,0,0,1,2006,2689.0,2.0,30000
34282,0,1,0,2006,2204.0,2.0,37500
34283,0,0,1,2006,138200.0,2.0,39000
34284,0,0,1,2006,1131.0,2.0,37500
34285,0,0,1,2006,602.0,2.0,36000
34286,0,0,1,2006,1552.0,2.0,32500
34287,0,1,0,2006,1093.0,2.0,39500
34288,0,1,0,2008,1960.0,2.0,32500
34289,0,0,1,2006,1679.0,2.0,32000
34290,0,1,0,2006,1347.0,2.0,30000
34291,0,0,1,2006,1617.0,2.0,34000
34292,0,0,1,2006,1350.0,2.0,35000
34293,0,0,1,2006,2845.0,2.0,39000
34294,0,0,1,2006,2616.0,2.0,33000
34295,0,0,1,2006,2004.0,2.0,33000
34296,0,1,0,2004,4000.0,6.0,57500
34297,0,0,0,2002,2850.0,3.0,43500
34298,0,1,0,2002,3800.0,3.0,45000
34299,0,0,0,2005,3587.0,3.0,52000
34300,0,0,0,2002,4078.0,3.0,37500
34301,0,1,0,2002,5137.0,3.0,28000
34302,0,1,0,2002,1414.0,3.0,62000
34303,0,0,0,2003,5264.0,3.0,49000
34304,0,1,0,2002,4213.0,3.0,48500
34305,0,1,0,2002,221700.0,3.0,48000
34306,0,1,0,2003,5170.0,3.0,41000
34307,0,1,0,2003,7194.0,3.0,37000
34308,0,1,0,2004,6257.0,3.0,35000
34309,0,1,0,2003,4553.0,3.0,35000
34310,0,1,0,2003,2576.0,3.0,51000
34311,0,1,0,2004,2182.0,3.0,38000
34312,0,0,1,2001,7625.0,2.0,28500
34313,0,1,0,2007,233.0,1.0,50000
34314,0,1,0,2007,600.0,1.0,50000
34315,0,0,1,2006,2459.0,4.0,23500
34316,0,0,1,2006,1801.0,4.0,23500
34317,0,1,0,2006,745.0,4.0,27000
34318,0,0,0,2006,1474.0,4.0,28000
34319,0,0,1,2006,1043.0,4.0,29000
34320,0,1,0,2006,2849.0,4.0,20000
34321,1,0,0,2006,2794.0,4.0,25000
34322,0,0,0,2007,1148.0,4.0,27500
34323,0,1,0,2007,654.0,4.0,30000
34324,0,1,0,2007,1734.0,4.0,24000
34325,0,0,0,2003,2785.0,3.0,27250
34326,0,1,0,2006,4899.0,10.0,94000
34327,0,1,0,2003,4345.0,13.0,67500
34328,0,1,0,2003,4400.0,13.0,55000
34329,0,0,1,2003,5070.0,16.0,97500
34330,0,1,0,2005,473.0,2.0,16000
34331,0,1,0,2006,103.0,2.0,22000
34332,0,0,1,2006,677.0,2.0,13000
34333,0,1,0,2006,679.0,2.0,17000
34334,0,1,0,2007,363.0,2.0,12500
34335,0,1,0,2007,171.0,2.0,12500
34336,0,1,0,2007,698.0,2.0,12500
34337,0,1,0,2007,276.0,2.0,20000
34338,0,1,0,2007,455.0,2.0,12500
34339,0,1,0,2007,362.0,2.0,12500
34340,0,1,0,2007,184.0,2.0,12500
34341,0,0,0,1998,609300.0,4.0,32500
34342,0,1,0,2006,4649.0,6.0,100000
34343,0,1,0,2006,4862.0,6.0,105000
34344,0,1,0,2006,4900.0,6.0,107500
34345,0,1,0,2006,4972.0,6.0,105000
34346,0,1,0,2007,3829.0,6.0,107500
34347,0,1,0,2007,2200.0,6.0,125000
34348,0,0,1,2007,3442.0,6.0,112500
34349,0,1,0,2004,1976.0,8.0,72500
34350,0,1,0,2006,4761.0,6.0,120000
34351,0,0,1,2005,5632.0,10.0,49000
34352,0,1,0,2006,4639.0,16.0,105000
34353,0,1,0,2006,7081.0,16.0,77500
34354,0,0,1,2006,3524.0,16.0,105000
34355,0,0,0,2003,4046.0,11.0,40000
34356,0,1,0,2004,1225.0,11.0,82500
34357,1,0,0,2008,2683.0,11.0,54000
34358,0,0,1,2003,6298.0,16.0,82500
34359,0,0,1,2004,4074.0,16.0,102500
34360,0,0,1,2006,6932.0,16.0,75000
34361,0,1,0,2006,4898.0,16.0,99000
34362,0,1,0,2007,1100.0,6.0,122500
34363,0,0,1,2004,1523.0,5.0,26000
34364,0,1,0,2003,4748.0,14.0,59000
34365,0,1,0,2003,6775.0,14.0,48000
34366,1,0,0,2003,7600.0,14.0,51000
34367,0,1,0,2004,5270.0,14.0,95000
34368,0,1,0,2004,5779.0,14.0,87000
34369,0,1,0,2004,5705.0,14.0,92500
34370,0,1,0,2004,6188.0,14.0,41000
34371,0,1,0,2004,4531.0,14.0,67500
34372,0,0,0,2004,3387.0,14.0,50000
34373,0,1,0,2004,4311.0,14.0,62000
34374,0,1,0,2004,5520.0,14.0,59500
34375,0,1,0,2004,4972.0,14.0,78000
34376,0,0,0,2004,2070.0,14.0,108000
34377,0,0,0,2004,2236.0,14.0,87500
34378,0,0,1,2005,3297.0,14.0,52500
34379,0,1,0,2005,2960.0,14.0,62500
34380,0,1,0,2006,3856.0,14.0,77500
34381,0,0,0,2005,4932.0,14.0,62000
34382,0,0,0,2005,2496.0,14.0,66000
34383,0,1,0,2005,5324.0,14.0,60000
34384,0,1,0,2006,5051.0,14.0,87500
34385,0,1,0,2005,3641.0,14.0,72500
34386,0,1,0,2006,3717.0,14.0,75000
34387,0,0,1,2004,3188.0,6.0,15500
34388,0,1,0,2004,1342.0,6.0,12500
34389,0,1,0,2004,543.0,6.0,18500
34390,0,0,0,2004,3545.0,6.0,11000
34391,0,1,0,2004,1944.0,6.0,13650
34392,0,0,1,2004,6178.0,6.0,12000
34393,0,0,0,2004,956.0,6.0,14000
34394,0,0,1,2004,73700.0,6.0,14000
34395,0,0,1,2004,1761.0,6.0,16000
34396,0,0,0,2004,1146.0,6.0,19000
34397,0,0,0,2006,1015.0,6.0,14000
34398,0,1,0,2005,1243.0,6.0,16000
34399,0,0,1,2005,7465.0,6.0,9000
34400,0,0,1,2004,7989.0,6.0,12000
34401,0,0,1,2004,6995.0,6.0,12000
34402,1,0,0,2005,2148.0,6.0,12500
34403,0,1,0,2005,1295.0,6.0,18500
34404,0,0,1,2005,1265.0,6.0,18000
34405,0,0,1,2005,2364.0,6.0,17000
34406,0,0,1,2005,2076.0,6.0,14000
34407,0,0,1,2005,2675.0,6.0,18000
34408,0,0,1,2005,2388.0,6.0,15500
34409,0,1,0,2005,3590.0,6.0,9500
34410,0,1,0,2005,3262.0,6.0,13000
34411,0,0,1,2005,3258.0,6.0,11000
34412,0,1,0,2005,549.0,6.0,16500
34413,0,0,1,2005,474.0,6.0,14500
34414,0,1,0,2005,307.0,6.0,14500
34415,0,1,0,2005,2008.0,6.0,10500
34416,0,0,1,2005,806.0,6.0,16500
34417,0,0,0,2005,330.0,6.0,10750
34418,0,0,1,2005,1987.0,6.0,14000
34419,0,1,0,2005,381.0,6.0,16250
34420,0,1,0,2005,771.0,6.0,13000
34421,0,0,0,2006,424.0,6.0,18000
34422,0,0,0,2006,7539.0,6.0,9000
34423,0,0,1,2006,1360.0,6.0,17000
34424,1,0,0,2006,668.0,6.0,13500
34425,0,0,0,2006,538.0,6.0,18000
34426,0,1,0,2006,800.0,6.0,15000
34427,0,1,0,2006,497.0,6.0,15000
34428,0,0,1,2006,8388.0,6.0,13500
34429,0,0,0,2006,1163.0,6.0,16000
34430,0,1,0,2006,98.0,6.0,16000
34431,0,0,0,2006,2266.0,6.0,12000
34432,0,1,0,2006,827.0,6.0,14000
34433,1,0,0,2006,668.0,6.0,13500
34434,0,1,0,2006,941.0,6.0,15000
34435,0,1,0,2006,1344.0,6.0,15000
34436,0,1,0,2006,2503.0,6.0,11000
34437,0,1,0,2006,3563.0,6.0,9500
34438,0,1,0,2006,2461.0,6.0,10500
34439,0,1,0,2006,3122.0,6.0,10000
34440,0,1,0,2006,2604.0,6.0,10500
34441,0,1,0,2006,2838.0,6.0,10000
34442,0,1,0,2006,1997.0,6.0,9500
34443,0,1,0,2006,3125.0,6.0,11000
34444,0,1,0,2006,3284.0,6.0,9500
34445,0,1,0,2006,1276.0,6.0,14500
34446,0,0,0,2007,9120.0,6.0,9000
34447,0,0,1,2007,1468.0,6.0,17000
34448,1,0,0,2007,328.0,6.0,19000
34449,1,0,0,2007,290.0,6.0,19000
34450,1,0,0,2007,281.0,6.0,19000
34451,1,0,0,2007,378.0,6.0,19500
34452,1,0,0,2007,409.0,6.0,19500
34453,1,0,0,2007,418.0,6.0,19000
34454,1,0,0,2007,410.0,6.0,19000
34455,0,1,0,2007,1251.0,6.0,14500
34456,0,1,0,2008,131.0,6.0,17000
34457,0,0,1,2003,2018.0,13.0,79000
34458,0,1,0,2004,3443.0,9.0,27000
34459,0,1,0,2004,1886.0,9.0,34000
34460,0,1,0,2006,7030.0,2.0,38000
34461,0,0,1,2007,1838.0,2.0,39000
34462,0,0,1,2005,5244.0,3.0,39000
34463,0,0,0,2006,1304.0,5.0,22500
34464,0,1,0,2006,1697.0,5.0,24000
34465,0,1,0,2006,1989.0,5.0,37000
34466,0,0,1,2006,2637.0,5.0,20000
34467,0,0,1,2006,136.0,5.0,44000
34468,0,1,0,2006,3327.0,5.0,29000
34469,0,1,0,2007,1539.0,5.0,20500
34470,0,0,1,2007,86300.0,5.0,38000
34471,0,1,0,2007,937.0,5.0,30000
34472,0,0,0,2007,1234.0,5.0,30000
34473,0,0,1,2007,122.0,5.0,42000
34474,0,0,1,2008,272.0,5.0,37000
34475,0,0,1,2007,317.0,5.0,35000
34476,0,1,0,2008,107.0,8.0,95000
34477,0,1,0,2004,5472.0,2.0,30000
34478,0,1,0,2004,4692.0,2.0,36000
34479,0,1,0,2003,5420.0,2.0,32000
34480,1,0,0,2004,1300.0,2.0,41000
34481,1,0,0,2004,1400.0,2.0,44000
34482,1,0,0,2004,1400.0,2.0,46000
34483,1,0,0,2004,1620.0,2.0,49000
34484,0,0,1,2004,2051.0,2.0,47000
34485,0,0,1,2004,2616.0,2.0,42000
34486,0,1,0,2004,1982.0,2.0,38000
34487,0,1,0,2004,4260.0,2.0,37000
34488,0,0,1,2004,2074.0,2.0,43000
34489,0,0,1,2004,2028.0,2.0,38000
34490,0,1,0,2004,1835.0,2.0,41000
34491,0,1,0,2006,2854.0,2.0,43000
34492,0,1,0,2005,2542.0,2.0,32000
34493,0,1,0,2005,3259.0,2.0,34000
34494,0,0,1,2005,1265.0,2.0,41000
34495,0,0,1,2005,1634.0,2.0,43000
34496,0,1,0,2005,4549.0,2.0,38000
34497,0,0,1,2005,1174.0,2.0,50000
34498,0,0,0,2005,2839.0,2.0,33000
34499,0,1,0,2005,2014.0,2.0,28500
34500,0,0,1,2005,1087.0,2.0,39000
34501,0,0,1,2005,1647.0,2.0,36000
34502,0,0,1,2005,1912.0,2.0,45000
34503,0,0,1,2005,1228.0,2.0,55500
34504,0,0,1,2005,1936.0,2.0,40000
34505,0,0,1,2005,625.0,2.0,56000
34506,0,0,1,2005,767.0,2.0,55000
34507,0,0,1,2005,1334.0,2.0,45500
34508,0,0,1,2005,596.0,2.0,54000
34509,0,1,0,2005,1808.0,2.0,55000
34510,0,1,0,2005,3145.0,2.0,35000
34511,0,0,1,2005,838.0,2.0,40000
34512,0,0,1,2005,1573.0,2.0,39000
34513,0,1,0,2006,2325.0,2.0,29000
34514,0,1,0,2006,2000.0,2.0,31000
34515,0,1,0,2006,2139.0,2.0,29000
34516,0,1,0,2006,2325.0,2.0,32500
34517,0,1,0,2006,1623.0,2.0,33500
34518,0,1,0,2006,2831.0,2.0,32000
34519,0,1,0,2006,707.0,2.0,45000
34520,0,1,0,2006,609.0,2.0,46000
34521,0,0,1,2007,1135.0,2.0,36000
34522,0,1,0,2007,483.0,2.0,44000
34523,0,1,0,2007,606.0,2.0,42500
34524,0,1,0,2007,1022.0,2.0,32000
34525,0,0,0,1988,11809.0,6.0,16500
34526,0,1,0,2006,2044.0,10.0,83000
34527,0,0,1,2006,3877.0,10.0,83000
34528,0,0,1,2006,3710.0,10.0,102500
34529,0,1,0,2006,2742.0,10.0,67500
34530,0,0,1,2006,3740.0,10.0,70000
34531,0,0,1,2006,3926.0,10.0,102500
34532,0,1,0,2006,2416.0,10.0,67500
34533,1,0,0,2006,1600.0,10.0,81000
34534,0,1,0,2006,1826.0,10.0,100000
34535,0,1,0,2007,270.0,10.0,90000
34536,0,0,1,2007,3856.0,10.0,77500
34537,0,1,0,2006,591.0,7.0,16500
34538,0,0,1,2008,379.0,7.0,20000
34539,0,0,1,2008,363.0,7.0,20000
34540,0,1,0,2004,3044.0,10.0,46000
34541,0,1,0,2007,1702.0,10.0,63000
34542,0,0,1,2006,4170.0,2.0,32000
34543,0,1,0,2007,600.0,5.0,16500
34544,0,1,0,2006,1125.0,1.0,34000
34545,0,0,1,2006,175.0,5.0,15500
34546,0,1,0,2006,949.0,14.0,107500
34547,0,1,0,2006,914.0,14.0,107500
34548,0,1,0,2007,2202.0,14.0,92500
34549,0,1,0,2007,1741.0,14.0,92500
34550,0,1,0,2007,2713.0,14.0,85000
34551,0,0,1,2007,1489.0,14.0,105000
34552,0,1,0,2007,921.0,14.0,92000
34553,0,0,1,2003,7351.0,19.0,100000
34554,0,1,0,2003,1258.0,1.0,40900
34555,0,0,0,2004,97700.0,1.0,28000
34556,1,0,0,2004,7000.0,1.0,39000
34557,0,1,0,2004,4228.0,1.0,26000
34558,0,1,0,2004,5119.0,1.0,25000
34559,0,1,0,2004,1860.0,1.0,36000
34560,0,1,0,2004,4572.0,1.0,25000
34561,0,1,0,2004,1538.0,1.0,37000
34562,0,1,0,2004,806.0,1.0,38000
34563,0,1,0,2004,3655.0,1.0,35000
34564,0,0,0,2004,3852.0,1.0,20000
34565,0,1,0,2004,1506.0,1.0,30000
34566,0,1,0,2004,2945.0,1.0,31000
34567,0,0,0,2004,1646.0,1.0,21000
34568,0,1,0,2004,2105.0,1.0,28000
34569,0,1,0,2004,1781.0,1.0,31000
34570,0,1,0,2004,457.0,1.0,37000
34571,0,1,0,2004,2125.0,1.0,28000
34572,0,1,0,2004,806.0,1.0,38000
34573,0,1,0,2004,1629.0,1.0,32000
34574,0,1,0,2004,2070.0,1.0,31000
34575,0,1,0,2004,2405.0,1.0,26000
34576,0,0,1,2004,1837.0,1.0,41000
34577,0,1,0,2006,1035.0,1.0,29500
34578,0,1,0,2004,984.0,1.0,41000
34579,0,1,0,2004,1027.0,1.0,34500
34580,0,0,0,2004,648.0,1.0,45000
34581,0,1,0,2004,2004.0,1.0,32000
34582,0,1,0,2004,2008.0,1.0,28000
34583,0,0,1,2004,2532.0,1.0,30000
34584,0,0,1,2004,1370.0,1.0,45000
34585,0,1,0,2005,1400.0,1.0,34125
34586,0,0,1,2005,1490.0,1.0,56000
34587,0,0,1,2005,1960.0,1.0,32000
34588,0,0,1,2005,1856.0,1.0,32000
34589,0,1,0,2005,899.0,1.0,41000
34590,0,1,0,2005,2295.0,1.0,32500
34591,0,1,0,2005,595.0,1.0,42000
34592,0,1,0,2005,671.0,1.0,29000
34593,0,0,0,2005,2060.0,1.0,23500
34594,0,1,0,2005,1612.0,1.0,26500
34595,0,1,0,2005,1379.0,1.0,36000
34596,0,1,0,2005,1699.0,1.0,31000
34597,0,1,0,2005,92400.0,1.0,31500
34598,0,1,0,2005,1035.0,1.0,41000
34599,0,0,0,2005,1889.0,1.0,27000
34600,0,1,0,2005,520.0,1.0,36500
34601,0,1,0,2005,817.0,1.0,27000
34602,0,1,0,2005,637.0,1.0,27000
34603,0,1,0,2005,2028.0,1.0,25000
34604,0,0,1,2005,1120.0,1.0,35000
34605,0,0,1,2005,605.0,1.0,47000
34606,0,1,0,2005,1011.0,1.0,27000
34607,0,1,0,2005,1075.0,1.0,27000
34608,0,1,0,2005,1427.0,1.0,25500
34609,0,0,1,2005,257.0,1.0,40000
34610,0,1,0,2005,174900.0,1.0,30500
34611,0,1,0,2005,1745.0,1.0,26000
34612,0,0,1,2005,755.0,1.0,35000
34613,0,0,1,2006,1460.0,1.0,25000
34614,0,0,1,2005,194.0,1.0,54000
34615,0,0,0,2006,472.0,1.0,45000
34616,0,1,0,2005,2199.0,1.0,25000
34617,0,1,0,2006,1225.0,1.0,44000
34618,0,0,1,2006,640.0,1.0,39000
34619,0,1,0,2006,700.0,1.0,45500
34620,0,1,0,2006,1960.0,1.0,44000
34621,0,1,0,2006,2200.0,1.0,32500
34622,1,0,0,2006,1200.0,1.0,31500
34623,0,1,0,2006,2181.0,1.0,23000
34624,0,1,0,2006,1685.0,1.0,28000
34625,0,1,0,2006,603.0,1.0,26000
34626,0,1,0,2006,2181.0,1.0,25000
34627,0,1,0,2006,1505.0,1.0,34650
34628,0,1,0,2006,1435.0,1.0,32500
34629,0,1,0,2006,2077.0,1.0,36000
34630,0,1,0,2006,2061.0,1.0,34000
34631,0,1,0,2006,2056.0,1.0,36000
34632,0,0,0,2006,641.0,1.0,38500
34633,0,1,0,2006,346.0,1.0,35000
34634,0,1,0,2007,1705.0,1.0,32000
34635,0,1,0,2006,1696.0,1.0,28000
34636,0,1,0,2006,329.0,1.0,38000
34637,0,1,0,2006,326.0,1.0,37000
34638,0,1,0,2006,1191.0,1.0,29000
34639,0,1,0,2006,682.0,1.0,37500
34640,0,1,0,2006,1137.0,1.0,34000
34641,0,1,0,2006,220.0,1.0,46000
34642,0,1,0,2006,225.0,1.0,40000
34643,0,1,0,2006,1644.0,1.0,28000
34644,0,1,0,2007,617.0,1.0,35000
34645,0,1,0,2007,916.0,1.0,47500
34646,0,1,0,2006,1765.0,13.0,100000
34647,0,0,1,2007,1502.0,13.0,85000
34648,0,0,1,2006,2173.0,1.0,12000
34649,0,1,0,2006,605.0,1.0,8000
34650,0,1,0,2006,249.0,1.0,13000
34651,0,1,0,2006,263.0,1.0,8000
34652,0,1,0,2006,113.0,1.0,13000
34653,0,1,0,2006,385.0,1.0,8000
34654,0,0,1,2006,434.0,1.0,14000
34655,0,0,1,2006,230.0,1.0,16500
34656,0,0,1,2006,62800.0,1.0,15000
34657,0,0,1,2006,108.0,1.0,14000
34658,0,0,1,2006,129.0,1.0,15000
34659,0,0,1,2006,107.0,1.0,15500
34660,0,0,1,2007,1029.0,1.0,13500
34661,0,0,1,2007,1007.0,1.0,11000
34662,0,0,1,2007,365.0,1.0,15000
34663,0,0,1,2007,410.0,1.0,15000
34664,0,0,1,2007,66400.0,1.0,19000
34665,0,1,0,2007,303.0,1.0,17500
34666,0,1,0,2007,880.0,1.0,13000
34667,0,1,0,2007,895.0,1.0,12000
34668,0,1,0,2007,709.0,1.0,11500
34669,0,1,0,2007,517.0,1.0,10500
34670,0,1,0,2007,517.0,1.0,9200
34671,0,0,1,2006,1239.0,3.0,54000
34672,0,0,1,2006,5482.0,9.0,62000
